,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,green_10,green_20,green_30,green_40,green_50,green_60,green_70,green_80,green_90,green_100
Date,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015
Time,11:31am,11:32am,11:32am,11:32am,11:32am,11:33am,11:33am,11:33am,11:33am,11:33am
T_int [ms],6817,3891,2676,2116,1689,1481,1280,1000,1000,920
664 nm,1.05095E-07,2.95232E-08,1.87440E-07,3.28248E-07,0.00000E+00,3.35070E-08,3.35343E-07,3.83196E-07,3.72471E-08,2.83527E-07
665 nm,4.13351E-08,0.00000E+00,3.24353E-07,6.84033E-07,3.83839E-07,0.00000E+00,0.00000E+00,1.44769E-07,5.77062E-09,0.00000E+00
666 nm,1.68713E-10,4.42522E-07,1.63530E-08,4.89246E-07,0.00000E+00,7.78245E-07,2.80226E-07,0.00000E+00,0.00000E+00,0.00000E+00
667 nm,1.13782E-07,0.00000E+00,6.01053E-08,4.08836E-07,8.09709E-07,2.61247E-07,6.17116E-08,0.00000E+00,2.39585E-07,4.64404E-07
668 nm,6.00416E-08,1.98271E-08,6.44515E-08,7.28341E-08,2.36795E-07,1.62380E-07,3.09463E-07,2.29756E-07,0.00000E+00,4.88529E-08
669 nm,4.94618E-09,0.00000E+00,4.99935E-07,0.00000E+00,0.00000E+00,2.65391E-08,0.00000E+00,4.61941E-07,3.97205E-07,9.76011E-08
670 nm,1.15596E-09,2.19281E-07,7.58930E-08,2.21034E-07,0.00000E+00,1.03429E-06,1.25555E-07,7.10764E-07,4.10306E-07,9.30718E-11
671 nm,8.26948E-09,0.00000E+00,2.18738E-07,3.07687E-08,5.07364E-07,0.00000E+00,5.77190E-08,1.34498E-07,2.97930E-07,1.25327E-07
672 nm,3.50321E-08,2.93961E-08,7.68816E-07,3.16202E-07,8.39608E-07,5.34273E-08,3.34389E-07,3.03433E-07,1.28101E-08,9.32306E-07
673 nm,7.79787E-08,0.00000E+00,0.00000E+00,0.00000E+00,6.98741E-07,5.47995E-07,7.95052E-08,8.44004E-08,3.45909E-08,9.40525E-07
674 nm,2.41207E-08,9.35280E-10,0.00000E+00,0.00000E+00,5.86588E-07,4.25991E-07,1.11868E-07,6.96960E-08,1.84082E-07,6.49145E-07
675 nm,1.87628E-09,3.90688E-10,1.91211E-07,4.22007E-07,0.00000E+00,5.52021E-07,1.87574E-08,3.87074E-08,1.89611E-07,6.29118E-07
676 nm,1.04117E-07,1.10564E-09,9.71143E-09,0.00000E+00,3.13855E-07,3.00773E-07,4.08714E-07,7.80521E-07,3.78033E-07,2.14105E-08
677 nm,3.40622E-07,0.00000E+00,1.60084E-07,1.82800E-08,5.87635E-07,7.41204E-07,0.00000E+00,1.82538E-07,6.01448E-09,8.64198E-07
678 nm,7.51105E-08,6.64532E-08,4.33531E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.18681E-07,0.00000E+00,8.68781E-07
679 nm,0.00000E+00,3.79528E-07,1.18894E-08,8.72847E-08,2.81721E-09,4.09905E-09,1.39014E-07,4.29029E-09,3.66523E-09,9.18072E-08
680 nm,0.00000E+00,2.40680E-07,1.43004E-07,0.00000E+00,2.92742E-10,1.89009E-08,1.69099E-07,3.35503E-07,6.73996E-08,3.73213E-09
681 nm,1.65208E-09,7.67341E-08,1.97333E-07,0.00000E+00,3.37439E-08,0.00000E+00,5.87988E-09,8.29049E-07,3.30338E-07,0.00000E+00
682 nm,0.00000E+00,0.00000E+00,0.00000E+00,4.34895E-07,3.27092E-07,8.55176E-07,0.00000E+00,1.10679E-07,1.06597E-06,4.59274E-07
683 nm,6.81735E-09,5.59102E-07,5.38955E-10,2.54150E-07,0.00000E+00,9.24526E-08,1.13407E-08,1.46309E-07,2.91332E-07,3.90322E-08
684 nm,8.23430E-08,1.28888E-07,0.00000E+00,3.30361E-07,4.34928E-07,4.32502E-07,6.41874E-08,1.51782E-07,8.69252E-07,2.15180E-07
685 nm,5.17535E-07,3.41432E-08,1.64382E-07,2.81072E-08,0.00000E+00,5.46712E-07,7.83304E-07,8.31669E-07,2.44613E-07,6.85520E-07
686 nm,5.14182E-08,4.61768E-08,1.94720E-07,3.20682E-07,2.62169E-08,1.32998E-07,2.24481E-07,3.24939E-08,2.55545E-07,7.16900E-07
687 nm,1.59190E-07,0.00000E+00,0.00000E+00,5.19849E-08,0.00000E+00,2.33491E-08,1.85000E-07,3.64023E-08,0.00000E+00,6.76774E-07
688 nm,2.07274E-07,0.00000E+00,0.00000E+00,2.98783E-09,3.32567E-07,5.79658E-08,1.27069E-07,1.26386E-07,2.81859E-09,0.00000E+00
689 nm,5.76587E-08,3.02902E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.08807E-06,9.03290E-07,0.00000E+00,5.96783E-08,1.17421E-07
690 nm,1.47206E-07,2.36204E-07,1.24821E-07,1.44619E-07,1.39716E-07,0.00000E+00,0.00000E+00,0.00000E+00,3.30129E-07,5.17455E-07
691 nm,0.00000E+00,5.16924E-08,5.42360E-08,6.28657E-08,1.58924E-08,4.87040E-08,4.99735E-07,3.40747E-07,0.00000E+00,2.40652E-07
692 nm,0.00000E+00,4.56946E-10,6.88505E-11,0.00000E+00,8.31959E-10,0.00000E+00,0.00000E+00,4.03909E-07,1.26236E-06,1.13849E-06
693 nm,3.86387E-07,4.84018E-08,1.61836E-08,8.23159E-09,6.73395E-09,0.00000E+00,5.50864E-07,0.00000E+00,3.35122E-07,2.01842E-07
694 nm,1.55068E-07,1.48249E-07,5.25063E-08,0.00000E+00,0.00000E+00,6.22059E-07,5.66784E-07,5.01632E-07,7.11334E-07,0.00000E+00
695 nm,5.75681E-08,0.00000E+00,0.00000E+00,5.48136E-07,3.32392E-07,2.83450E-07,7.92768E-07,3.05192E-07,2.84245E-07,1.38773E-06
696 nm,4.27260E-08,1.84557E-09,1.92248E-09,5.25463E-08,3.30127E-08,3.76464E-07,2.35790E-08,0.00000E+00,1.19363E-06,1.17253E-07
697 nm,0.00000E+00,2.75919E-09,8.86265E-09,1.95042E-08,1.45525E-08,0.00000E+00,1.64931E-08,0.00000E+00,3.20046E-07,2.87578E-07
698 nm,2.93267E-09,8.76382E-08,0.00000E+00,0.00000E+00,3.01613E-08,0.00000E+00,0.00000E+00,1.32821E-09,2.86517E-07,4.07442E-09
699 nm,0.00000E+00,2.66165E-08,5.88881E-07,1.90201E-07,4.62026E-07,6.63857E-07,5.99829E-07,6.47395E-09,0.00000E+00,6.22664E-08
700 nm,6.38187E-09,1.41744E-07,8.90384E-08,3.75558E-08,6.78314E-08,9.95984E-07,0.00000E+00,0.00000E+00,2.10358E-08,7.19269E-09
701 nm,1.97664E-08,1.56959E-07,4.26559E-07,3.90462E-09,0.00000E+00,4.38857E-08,1.55942E-06,6.38174E-08,6.05951E-08,3.70108E-08
702 nm,1.56914E-07,2.99452E-07,2.59617E-07,1.17328E-08,2.84008E-07,6.58333E-07,1.27082E-07,2.78044E-07,7.82191E-07,4.96215E-07
703 nm,2.03615E-07,2.28563E-08,0.00000E+00,0.00000E+00,4.15984E-07,1.81793E-07,6.78232E-07,3.73532E-07,0.00000E+00,4.21127E-07
704 nm,2.36109E-07,9.85336E-08,4.40497E-07,5.30662E-07,0.00000E+00,1.02934E-07,0.00000E+00,7.66358E-07,3.33885E-07,1.48786E-07
705 nm,3.21446E-08,1.76878E-07,1.89341E-07,0.00000E+00,1.59431E-08,6.78759E-10,6.43236E-08,0.00000E+00,3.91327E-07,1.70239E-08
706 nm,7.06005E-08,0.00000E+00,4.36672E-11,3.94241E-07,6.98095E-07,1.47065E-07,6.71348E-07,3.79859E-08,5.30856E-08,7.98981E-07
707 nm,0.00000E+00,3.27699E-07,0.00000E+00,5.56493E-07,0.00000E+00,4.45504E-07,1.04518E-06,0.00000E+00,0.00000E+00,6.01245E-07
708 nm,1.53801E-09,2.57305E-07,5.17394E-07,5.75981E-08,3.13811E-07,4.58996E-10,5.62363E-08,2.96235E-07,6.49079E-08,1.38623E-07
709 nm,4.06635E-10,6.07356E-07,7.80529E-07,4.46839E-09,3.32163E-08,4.36295E-09,0.00000E+00,8.44277E-09,0.00000E+00,1.51093E-07
710 nm,6.30456E-09,0.00000E+00,2.33130E-07,4.54072E-08,1.29250E-06,1.02598E-07,6.32938E-07,1.27998E-07,1.21971E-07,3.51212E-07
711 nm,0.00000E+00,8.99553E-08,7.70759E-07,1.84790E-07,0.00000E+00,1.87756E-07,0.00000E+00,0.00000E+00,1.83237E-07,0.00000E+00
712 nm,3.44088E-07,3.53904E-07,0.00000E+00,2.36943E-07,4.44930E-07,6.65033E-07,1.69317E-08,7.26520E-07,4.04592E-07,1.63979E-08
713 nm,6.16251E-08,3.53453E-07,3.41259E-07,0.00000E+00,2.82644E-07,7.11570E-08,1.79376E-09,8.37963E-08,6.14277E-07,1.88220E-07
714 nm,8.98586E-08,1.17273E-07,0.00000E+00,5.37945E-07,7.59461E-07,2.44225E-07,1.48369E-08,1.43828E-07,4.17299E-09,1.12659E-06
715 nm,0.00000E+00,7.17388E-07,0.00000E+00,1.05380E-07,0.00000E+00,3.14539E-07,3.91324E-08,8.69498E-07,1.27018E-07,0.00000E+00
716 nm,4.71257E-10,1.07480E-07,6.41517E-07,1.96368E-07,1.05727E-06,0.00000E+00,2.14143E-07,1.07727E-07,0.00000E+00,1.44232E-06
717 nm,6.60792E-09,0.00000E+00,5.06438E-07,0.00000E+00,5.60512E-07,5.28391E-07,1.16884E-06,0.00000E+00,3.03568E-07,2.57116E-07
718 nm,2.63732E-08,2.20838E-07,2.47368E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.75042E-07,7.80693E-07,0.00000E+00,4.01819E-08
719 nm,2.93236E-07,0.00000E+00,0.00000E+00,0.00000E+00,2.15877E-07,0.00000E+00,1.32545E-07,1.85631E-07,1.25913E-07,2.00078E-07
720 nm,0.00000E+00,0.00000E+00,0.00000E+00,1.31858E-07,2.62269E-07,5.07067E-07,3.53277E-07,2.02063E-07,1.61381E-06,1.33799E-07
721 nm,4.77562E-07,4.67037E-07,1.22298E-07,4.67843E-08,1.64351E-07,1.16226E-07,1.85273E-07,0.00000E+00,3.26734E-07,0.00000E+00
722 nm,0.00000E+00,3.46865E-07,1.22788E-07,1.57204E-08,3.18874E-07,2.78231E-07,0.00000E+00,2.50651E-09,3.57085E-08,1.35110E-08
723 nm,3.00396E-07,2.24950E-07,1.26373E-07,3.76337E-07,0.00000E+00,0.00000E+00,5.26707E-08,0.00000E+00,2.04436E-07,1.48510E-07
724 nm,1.97321E-07,0.00000E+00,0.00000E+00,9.71642E-08,0.00000E+00,8.09618E-07,0.00000E+00,3.61274E-07,1.11406E-06,3.95139E-07
725 nm,1.20964E-07,3.05862E-07,9.31142E-09,2.38119E-10,1.00230E-06,3.13175E-07,1.03659E-06,9.35941E-08,3.83328E-07,9.46170E-08
726 nm,3.28118E-09,0.00000E+00,1.10757E-09,1.36199E-09,4.65926E-07,2.63323E-09,9.26144E-07,4.79474E-07,2.03979E-07,6.19789E-07
727 nm,4.93092E-07,7.19205E-08,1.11220E-07,1.06038E-07,7.48486E-07,0.00000E+00,9.17214E-08,3.16770E-07,6.53704E-07,0.00000E+00
728 nm,1.69806E-07,3.29922E-07,0.00000E+00,4.43934E-10,1.82446E-08,1.18302E-08,2.02547E-07,0.00000E+00,7.46318E-07,1.05875E-06
729 nm,1.29087E-07,2.11994E-07,6.73427E-07,0.00000E+00,0.00000E+00,5.65423E-10,1.33704E-06,3.89962E-07,0.00000E+00,5.39228E-07
730 nm,0.00000E+00,1.61083E-07,2.80805E-08,6.03278E-07,3.04127E-07,4.04324E-09,3.62089E-08,6.83621E-07,2.43436E-08,0.00000E+00
731 nm,8.89412E-08,3.89680E-07,1.11799E-07,4.89021E-07,0.00000E+00,8.42259E-08,6.28212E-07,0.00000E+00,5.08891E-07,0.00000E+00
732 nm,3.18053E-07,2.33647E-07,2.94035E-07,0.00000E+00,5.59068E-07,2.89792E-07,9.51789E-08,8.95873E-07,0.00000E+00,0.00000E+00
733 nm,0.00000E+00,1.42675E-07,0.00000E+00,3.89227E-07,3.10140E-07,9.17696E-08,7.14725E-07,4.01020E-07,0.00000E+00,1.27377E-07
734 nm,0.00000E+00,1.05337E-08,2.89315E-07,2.77386E-08,4.94655E-07,2.52222E-08,4.87617E-08,6.17749E-08,7.70670E-07,0.00000E+00
735 nm,1.59075E-07,6.65487E-08,0.00000E+00,1.77332E-08,6.04598E-07,1.71707E-07,1.27078E-08,0.00000E+00,1.01628E-06,8.62306E-07
736 nm,0.00000E+00,2.89825E-07,3.47117E-07,0.00000E+00,0.00000E+00,1.11611E-06,7.81128E-08,3.33097E-07,0.00000E+00,1.17493E-07
737 nm,1.05784E-07,0.00000E+00,1.59457E-07,4.43629E-07,1.49362E-08,1.28774E-07,7.49567E-08,2.78480E-07,0.00000E+00,0.00000E+00
738 nm,1.07054E-08,2.71861E-07,7.52068E-07,5.68640E-08,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.25867E-07,1.02661E-06
739 nm,4.48378E-09,1.29648E-07,3.08032E-07,4.93710E-08,3.07257E-07,3.08265E-08,2.18657E-07,5.81579E-07,2.58810E-07,0.00000E+00
740 nm,2.02313E-07,6.10796E-07,6.51845E-07,0.00000E+00,4.64982E-07,1.85899E-07,5.48452E-07,0.00000E+00,1.01536E-06,0.00000E+00
741 nm,1.27052E-07,3.32211E-07,0.00000E+00,1.55584E-07,2.71165E-07,0.00000E+00,1.36663E-07,0.00000E+00,1.44645E-07,6.47478E-07
742 nm,0.00000E+00,5.68458E-08,3.54449E-07,6.82118E-10,0.00000E+00,0.00000E+00,0.00000E+00,9.16813E-07,1.04990E-08,1.23172E-07
743 nm,0.00000E+00,4.51078E-08,1.21960E-07,2.99987E-07,9.96187E-07,0.00000E+00,1.39928E-06,4.45481E-07,8.15069E-08,1.74766E-08
744 nm,1.64238E-07,2.61454E-07,9.69412E-09,0.00000E+00,3.57665E-08,3.37937E-07,7.34187E-07,0.00000E+00,1.52590E-06,6.32850E-09
745 nm,8.32381E-08,3.61647E-07,0.00000E+00,3.61071E-09,0.00000E+00,4.16864E-07,0.00000E+00,1.55534E-07,4.95959E-07,0.00000E+00
746 nm,6.52408E-07,0.00000E+00,8.62557E-07,4.99750E-08,2.52627E-07,5.80565E-08,5.52599E-07,3.27019E-07,8.27264E-07,4.98667E-07
747 nm,0.00000E+00,5.46925E-07,8.64829E-07,0.00000E+00,0.00000E+00,6.59888E-07,0.00000E+00,5.18494E-07,0.00000E+00,5.97895E-08
748 nm,3.46900E-08,7.61665E-09,0.00000E+00,2.17037E-07,1.96948E-08,0.00000E+00,4.69369E-08,3.73676E-07,1.37121E-07,0.00000E+00
749 nm,0.00000E+00,3.97145E-09,5.43377E-07,2.36603E-07,0.00000E+00,0.00000E+00,2.64690E-07,4.07216E-07,7.25146E-07,4.43090E-07
750 nm,3.14425E-07,6.06105E-09,2.67675E-07,0.00000E+00,4.47630E-07,1.02133E-06,9.71371E-09,7.26012E-07,1.47399E-07,1.29685E-07
751 nm,0.00000E+00,1.04565E-08,6.86390E-09,2.94799E-09,6.30429E-07,2.65107E-08,8.71314E-07,6.01250E-07,4.32217E-08,6.43665E-09
752 nm,5.65519E-08,1.84893E-07,1.81925E-07,0.00000E+00,1.03837E-08,1.18147E-06,1.05514E-06,4.69539E-08,9.12994E-07,6.48438E-08
753 nm,2.42605E-07,0.00000E+00,6.08626E-07,4.91523E-07,4.82592E-07,1.51966E-07,7.63979E-07,1.18754E-07,6.90478E-07,8.84969E-08
754 nm,4.22833E-07,2.26193E-08,1.09990E-07,2.13879E-07,6.57612E-08,1.47408E-07,3.16973E-08,4.42852E-07,3.12665E-07,1.39802E-07
755 nm,1.38451E-09,1.81571E-08,0.00000E+00,4.41924E-08,3.34899E-07,1.45587E-08,2.73149E-07,4.80730E-08,0.00000E+00,5.81051E-09
756 nm,2.59875E-07,4.43403E-07,2.05254E-07,1.21699E-06,5.65091E-07,4.99315E-07,3.04934E-07,1.26588E-08,1.80612E-07,2.70033E-07
757 nm,9.57100E-08,3.44539E-07,3.90515E-07,0.00000E+00,2.85091E-08,3.18025E-07,4.83642E-07,1.43403E-09,2.31902E-07,0.00000E+00
758 nm,3.87402E-08,3.84970E-07,0.00000E+00,2.74167E-08,2.41022E-07,0.00000E+00,6.23613E-07,0.00000E+00,4.94924E-07,9.22272E-07
759 nm,1.68422E-07,2.62450E-08,7.98639E-11,7.03668E-09,1.24984E-06,2.84249E-07,7.58025E-07,0.00000E+00,0.00000E+00,2.97002E-06
760 nm,3.11356E-08,7.56506E-07,2.55102E-09,3.59246E-07,3.32587E-07,0.00000E+00,6.11660E-07,2.53672E-07,2.65775E-08,7.56217E-07
761 nm,0.00000E+00,1.03478E-07,0.00000E+00,0.00000E+00,5.55511E-07,3.14823E-08,7.65315E-07,4.46383E-07,0.00000E+00,9.85267E-08
762 nm,1.87625E-08,0.00000E+00,2.42963E-09,5.85067E-07,7.11828E-07,0.00000E+00,4.69003E-07,3.06383E-07,1.23493E-07,3.56986E-07
763 nm,5.21480E-10,1.65178E-08,1.08071E-09,5.74100E-08,3.55641E-07,6.10474E-07,0.00000E+00,0.00000E+00,6.37460E-09,2.07007E-09
764 nm,0.00000E+00,6.35872E-09,0.00000E+00,1.14086E-08,0.00000E+00,1.44250E-07,1.70789E-07,1.82904E-08,8.62294E-07,5.05526E-07
765 nm,4.63216E-07,7.65139E-07,4.09556E-07,2.40578E-08,6.34460E-07,9.53648E-08,3.69791E-07,0.00000E+00,5.20223E-07,1.19035E-07
766 nm,3.81909E-07,2.07075E-07,1.83778E-07,0.00000E+00,6.20382E-07,6.06820E-07,0.00000E+00,1.49679E-08,6.54060E-07,7.22494E-07
767 nm,3.69414E-07,2.81390E-07,5.64640E-07,8.69321E-07,1.03725E-06,5.02780E-07,6.67199E-07,1.31343E-07,2.40829E-07,2.40123E-09
768 nm,6.81873E-08,1.84514E-08,1.16445E-09,0.00000E+00,0.00000E+00,0.00000E+00,5.58824E-07,7.78375E-07,1.46174E-06,3.51994E-07
769 nm,2.26313E-09,3.24305E-07,1.15166E-09,2.04277E-08,0.00000E+00,2.14075E-07,5.82121E-07,0.00000E+00,2.31498E-07,4.32464E-07
770 nm,0.00000E+00,2.62807E-07,6.17741E-08,3.47933E-08,6.53657E-07,1.00770E-07,5.03484E-08,9.73319E-07,0.00000E+00,1.56371E-07
771 nm,1.76633E-07,1.77742E-08,6.55701E-10,0.00000E+00,3.09384E-09,7.91380E-10,2.96298E-07,4.70945E-07,4.43829E-08,7.97497E-07
772 nm,0.00000E+00,2.28823E-07,2.65091E-07,1.01419E-06,3.04365E-08,5.19175E-07,1.04602E-07,0.00000E+00,8.85214E-08,4.14497E-07
773 nm,5.20980E-08,3.24433E-07,1.36608E-07,0.00000E+00,0.00000E+00,9.56727E-07,4.56858E-07,5.11208E-08,3.31441E-08,8.81853E-07
774 nm,5.07898E-08,0.00000E+00,0.00000E+00,2.97709E-07,2.40500E-07,1.98855E-07,0.00000E+00,0.00000E+00,0.00000E+00,7.60937E-07
775 nm,0.00000E+00,3.22425E-10,1.12463E-09,1.30535E-09,2.16340E-07,5.33924E-10,3.55943E-07,1.43465E-06,1.72967E-06,3.71328E-07
776 nm,7.24326E-07,2.68154E-07,2.42461E-07,1.41827E-08,1.68598E-07,6.18764E-07,0.00000E+00,3.08341E-07,9.77337E-07,0.00000E+00
777 nm,0.00000E+00,0.00000E+00,5.60699E-07,0.00000E+00,2.55700E-07,1.68108E-07,1.97500E-07,0.00000E+00,9.57786E-07,4.12695E-07
778 nm,3.25791E-08,3.88529E-07,0.00000E+00,3.14586E-07,1.69766E-06,1.33300E-07,0.00000E+00,3.70569E-08,1.10172E-06,1.11884E-06
779 nm,2.43066E-09,0.00000E+00,5.05835E-07,0.00000E+00,2.83270E-07,2.72437E-07,1.13028E-06,6.06493E-09,8.24367E-09,0.00000E+00
780 nm,4.68152E-07,1.26099E-08,0.00000E+00,1.47174E-07,5.11908E-07,9.19087E-07,0.00000E+00,8.59369E-07,1.39344E-06,2.77001E-08
