,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Name,uv_0,uv_10,uv_20,uv_30,uv_40,uv_50,uv_60,uv_70,uv_80,uv_90,uv_100
Date,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015
Time,11:43am,11:43am,11:43am,11:43am,11:44am,11:44am,11:44am,11:44am,11:44am,11:44am,11:45am
T_int [ms],1570,1550,1573,1000,904,727,637,543,472,430,395
639 nm,0.00000E+00,0.00000E+00,3.71052E-07,9.72235E-07,2.28681E-07,2.14616E-07,4.59362E-07,6.91473E-07,0.00000E+00,2.92156E-07,0.00000E+00
640 nm,7.61555E-07,2.18633E-08,2.36389E-07,9.74558E-08,6.50463E-08,5.44396E-07,1.16210E-07,0.00000E+00,4.20215E-07,6.10301E-09,9.63986E-07
641 nm,0.00000E+00,5.32444E-07,6.05260E-07,5.96192E-07,6.35199E-07,9.48592E-08,1.61781E-07,6.50113E-07,0.00000E+00,2.70920E-07,0.00000E+00
642 nm,5.23467E-07,7.51379E-07,0.00000E+00,1.20822E-07,7.42197E-07,1.64797E-07,2.48676E-08,1.21339E-06,2.24174E-07,1.59077E-07,0.00000E+00
643 nm,2.23878E-07,1.61828E-07,5.76846E-08,0.00000E+00,5.53333E-07,0.00000E+00,5.51833E-08,6.99639E-07,5.13433E-07,1.05984E-06,8.46429E-07
644 nm,0.00000E+00,2.60238E-08,3.54892E-09,4.59317E-07,0.00000E+00,4.32331E-09,4.47190E-09,3.93425E-08,1.00353E-08,2.16106E-08,4.17899E-07
645 nm,4.67005E-07,6.09117E-08,1.37560E-07,0.00000E+00,2.73605E-07,8.29418E-08,3.75409E-08,1.77430E-07,1.16571E-08,3.48847E-08,7.44406E-07
646 nm,0.00000E+00,4.24085E-07,3.24593E-07,1.89126E-08,0.00000E+00,5.56776E-07,1.03996E-07,1.11940E-06,1.18078E-08,0.00000E+00,8.97248E-07
647 nm,9.31014E-07,8.04226E-08,2.92421E-07,0.00000E+00,4.01778E-08,1.55078E-07,1.30456E-08,1.93055E-07,0.00000E+00,3.73304E-07,0.00000E+00
648 nm,2.75987E-07,5.25465E-09,0.00000E+00,1.03282E-08,5.97323E-08,0.00000E+00,0.00000E+00,2.67809E-07,4.28212E-07,1.06154E-06,1.17319E-08
649 nm,3.60091E-07,2.07149E-07,3.00684E-07,4.34338E-08,0.00000E+00,8.64858E-07,6.87586E-07,0.00000E+00,2.12436E-07,2.38352E-07,0.00000E+00
650 nm,8.77553E-08,5.28142E-07,0.00000E+00,9.19255E-07,4.83656E-07,8.15060E-07,0.00000E+00,2.00606E-09,0.00000E+00,2.30404E-07,1.57970E-07
651 nm,0.00000E+00,4.40467E-07,0.00000E+00,6.69926E-07,5.68364E-07,4.64835E-07,2.63852E-08,4.42539E-07,5.44279E-07,2.26320E-07,1.14041E-06
652 nm,2.37930E-07,7.39666E-08,4.73477E-07,1.37618E-07,4.30392E-07,4.18901E-07,0.00000E+00,1.52712E-07,9.36541E-07,0.00000E+00,7.68986E-08
653 nm,0.00000E+00,3.75264E-09,0.00000E+00,4.52970E-09,1.52572E-09,3.87190E-09,0.00000E+00,1.38400E-08,0.00000E+00,1.21554E-06,1.83642E-06
654 nm,4.76993E-07,3.15669E-07,5.90754E-07,9.00065E-07,8.61553E-07,6.70696E-07,2.06655E-07,1.18218E-06,8.22089E-07,0.00000E+00,1.64542E-07
655 nm,5.14799E-07,2.31978E-07,8.90521E-07,6.56240E-07,4.80929E-07,0.00000E+00,5.26592E-07,4.63833E-07,1.07792E-06,8.90870E-07,6.86474E-07
656 nm,1.08175E-07,1.82150E-07,1.02851E-06,0.00000E+00,9.73753E-08,5.52461E-07,0.00000E+00,0.00000E+00,1.03662E-07,8.28565E-07,1.62055E-06
657 nm,9.67400E-07,0.00000E+00,5.61341E-07,1.37510E-07,0.00000E+00,6.22424E-07,3.88626E-07,6.82333E-07,7.87283E-08,7.97673E-07,1.61934E-07
658 nm,0.00000E+00,0.00000E+00,3.27473E-08,7.26355E-07,1.36567E-06,7.68656E-07,0.00000E+00,6.74683E-07,9.85386E-07,1.69035E-07,1.15201E-07
659 nm,0.00000E+00,2.28395E-08,2.42311E-07,0.00000E+00,0.00000E+00,1.52181E-06,7.71841E-08,0.00000E+00,1.12569E-06,1.27354E-06,6.83920E-07
660 nm,1.13579E-06,4.53613E-07,3.13330E-07,2.27736E-08,1.11180E-07,3.86176E-07,5.41266E-07,5.83333E-07,4.85334E-07,6.71324E-07,3.26775E-07
661 nm,3.30548E-07,4.71478E-07,3.71549E-08,0.00000E+00,1.36888E-06,4.00972E-07,4.95086E-08,1.31550E-07,0.00000E+00,1.48223E-07,7.48906E-07
662 nm,2.32723E-08,1.57653E-08,3.13755E-07,0.00000E+00,7.58706E-08,2.31286E-08,3.24842E-07,1.35692E-08,3.13168E-07,2.82632E-06,8.75479E-07
663 nm,1.25122E-07,4.11178E-07,1.17505E-07,2.49401E-07,1.93347E-07,6.86521E-07,9.04048E-09,0.00000E+00,1.01365E-06,0.00000E+00,6.32639E-08
664 nm,0.00000E+00,0.00000E+00,6.08967E-07,3.14693E-07,6.05239E-08,0.00000E+00,6.17194E-07,2.34451E-07,4.01338E-07,8.38010E-08,1.03280E-06
665 nm,1.54613E-08,4.50486E-07,7.25924E-08,0.00000E+00,0.00000E+00,3.38715E-08,6.76383E-07,5.97914E-07,0.00000E+00,0.00000E+00,4.85492E-07
666 nm,2.72691E-09,6.26998E-07,0.00000E+00,8.89889E-07,4.96121E-07,0.00000E+00,7.49655E-07,0.00000E+00,4.66864E-09,4.99201E-07,0.00000E+00
667 nm,4.66266E-07,2.23555E-07,2.15593E-07,2.47940E-08,6.92860E-07,5.07616E-07,3.60647E-07,1.45834E-06,3.97162E-08,1.10822E-06,7.08787E-07
668 nm,6.84125E-07,2.78953E-07,5.18065E-07,1.06050E-08,6.69457E-07,0.00000E+00,1.79974E-07,6.68628E-07,1.11042E-06,0.00000E+00,0.00000E+00
669 nm,2.80738E-07,3.86579E-07,2.93813E-07,2.03377E-08,2.19423E-07,1.40151E-06,0.00000E+00,1.01041E-06,3.74004E-07,8.84502E-07,4.44719E-07
670 nm,4.96690E-09,3.02954E-07,6.22091E-07,0.00000E+00,1.04448E-06,6.69143E-07,2.37713E-08,1.59629E-07,9.30935E-07,6.08526E-07,5.59589E-08
671 nm,1.49964E-07,1.56791E-09,2.20285E-07,9.49756E-07,0.00000E+00,5.74061E-07,1.29553E-07,3.62348E-07,1.18309E-06,8.97257E-08,2.65140E-08
672 nm,9.88578E-07,9.76284E-08,3.21756E-07,6.11291E-07,7.73249E-08,1.25859E-06,7.31375E-07,0.00000E+00,2.14101E-06,6.66641E-07,7.26138E-07
673 nm,0.00000E+00,2.94421E-07,1.51356E-06,9.36314E-08,0.00000E+00,7.50448E-07,3.39289E-07,1.81764E-07,9.40514E-07,0.00000E+00,4.89549E-07
674 nm,0.00000E+00,3.24475E-07,1.97479E-07,1.10071E-07,0.00000E+00,1.25533E-07,1.39802E-07,3.70702E-07,1.05901E-07,2.27810E-07,0.00000E+00
675 nm,1.51195E-06,5.38174E-07,1.00934E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.24662E-08,0.00000E+00,0.00000E+00,6.11339E-07,0.00000E+00
676 nm,2.09502E-07,2.20161E-08,0.00000E+00,1.92525E-07,2.45574E-07,4.01428E-07,9.74144E-07,0.00000E+00,4.08392E-07,4.75332E-07,5.05978E-07
677 nm,1.96806E-07,3.44854E-07,4.73080E-09,3.86021E-07,4.78742E-07,1.11708E-06,9.90921E-07,6.86316E-07,8.19623E-07,0.00000E+00,1.44660E-06
678 nm,1.35264E-08,3.74215E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.11478E-07,3.99176E-07,1.66531E-06,0.00000E+00,1.06803E-06,0.00000E+00
679 nm,6.68196E-07,0.00000E+00,3.88301E-08,1.79195E-07,0.00000E+00,1.01706E-06,1.12449E-07,1.45240E-07,1.33053E-06,1.03056E-08,6.04514E-07
680 nm,4.91213E-07,6.38750E-07,0.00000E+00,2.35207E-07,5.99783E-07,1.25659E-07,1.07302E-06,6.96074E-08,1.21256E-06,9.30978E-07,3.67036E-07
681 nm,1.49238E-07,0.00000E+00,5.23281E-08,0.00000E+00,2.79596E-07,7.43167E-07,6.23552E-07,8.92567E-08,0.00000E+00,1.45219E-07,6.58075E-07
682 nm,2.24265E-07,1.64409E-07,3.79725E-08,9.45166E-07,0.00000E+00,0.00000E+00,1.44305E-07,9.42127E-07,1.62318E-07,2.57192E-07,2.13317E-06
683 nm,1.79409E-08,5.04586E-09,1.40512E-08,3.18289E-07,7.25387E-07,0.00000E+00,5.60873E-07,1.38161E-07,1.00791E-08,0.00000E+00,1.45344E-07
684 nm,4.53776E-09,1.35310E-07,9.16643E-08,5.06322E-07,0.00000E+00,6.62209E-07,0.00000E+00,1.63813E-07,2.33893E-07,0.00000E+00,7.52804E-08
685 nm,0.00000E+00,0.00000E+00,5.98398E-07,9.50690E-07,4.09933E-07,2.06103E-07,2.46669E-07,9.12042E-07,2.91286E-07,7.81925E-07,8.75411E-07
686 nm,3.54255E-09,4.66598E-07,0.00000E+00,1.09703E-07,1.87667E-07,4.97030E-07,0.00000E+00,0.00000E+00,0.00000E+00,9.67368E-07,3.34984E-07
687 nm,0.00000E+00,1.79642E-07,1.94163E-08,1.55428E-06,0.00000E+00,1.09568E-08,0.00000E+00,2.79693E-07,3.76778E-07,0.00000E+00,4.45540E-07
688 nm,0.00000E+00,9.49616E-07,8.02540E-07,0.00000E+00,1.88615E-07,3.50753E-08,7.38080E-07,4.75756E-08,0.00000E+00,8.39676E-07,6.09927E-07
689 nm,2.63530E-07,0.00000E+00,0.00000E+00,1.99561E-07,4.26275E-07,6.48153E-07,0.00000E+00,9.15460E-09,0.00000E+00,0.00000E+00,7.10172E-07
690 nm,4.94261E-07,2.41497E-08,0.00000E+00,6.90765E-07,0.00000E+00,0.00000E+00,9.61157E-08,1.96601E-08,7.21072E-07,9.30992E-07,0.00000E+00
691 nm,0.00000E+00,2.79289E-08,7.32148E-07,4.90998E-07,7.60211E-07,1.84907E-07,3.13548E-07,1.35138E-06,3.37764E-07,5.69137E-07,8.74072E-07
692 nm,0.00000E+00,0.00000E+00,1.73937E-08,0.00000E+00,1.71636E-08,5.67288E-07,1.26999E-08,4.27993E-07,0.00000E+00,0.00000E+00,2.15084E-07
693 nm,1.16308E-07,6.70056E-07,2.33089E-07,9.16436E-07,1.49053E-07,2.53894E-07,3.63937E-07,4.46122E-07,9.09263E-07,1.14818E-06,0.00000E+00
694 nm,2.02724E-07,7.79769E-07,5.08501E-07,5.42703E-08,3.31091E-07,5.14844E-07,9.95088E-07,3.62035E-07,1.17022E-06,0.00000E+00,4.76251E-07
695 nm,1.74840E-07,5.99831E-07,1.06677E-06,0.00000E+00,1.57536E-08,9.55484E-08,1.38568E-07,0.00000E+00,2.56596E-07,4.61864E-07,3.05449E-07
696 nm,0.00000E+00,7.78428E-08,1.04234E-07,1.43276E-06,0.00000E+00,8.71475E-07,7.76193E-08,4.24170E-07,0.00000E+00,8.54636E-08,2.60056E-07
697 nm,4.77030E-07,9.08087E-08,2.52543E-08,0.00000E+00,1.80251E-06,5.29897E-08,1.70959E-07,9.74547E-08,1.22786E-07,6.00012E-07,7.36434E-07
698 nm,0.00000E+00,1.16868E-06,2.59610E-07,1.57186E-08,2.40602E-07,1.01966E-06,1.30268E-06,1.69665E-06,7.94318E-07,5.46560E-07,0.00000E+00
699 nm,6.80706E-07,3.06874E-07,2.16636E-07,1.85325E-07,0.00000E+00,3.39929E-07,1.95380E-07,1.06998E-06,1.70421E-06,7.57007E-07,1.49401E-06
700 nm,1.19161E-07,0.00000E+00,0.00000E+00,4.08900E-08,1.10069E-06,0.00000E+00,7.80884E-08,0.00000E+00,0.00000E+00,1.12305E-07,1.30386E-06
701 nm,3.21548E-07,1.80647E-08,0.00000E+00,7.09153E-09,0.00000E+00,7.15302E-07,0.00000E+00,1.00711E-06,1.93082E-06,1.12239E-07,0.00000E+00
702 nm,4.25656E-07,2.05317E-07,1.73458E-08,0.00000E+00,6.74762E-08,2.24556E-07,2.14440E-07,0.00000E+00,1.20263E-07,1.79518E-06,2.14381E-08
703 nm,9.06832E-08,0.00000E+00,0.00000E+00,3.92884E-07,4.08463E-07,9.11987E-07,7.77069E-07,0.00000E+00,8.48405E-07,5.02248E-07,0.00000E+00
704 nm,0.00000E+00,0.00000E+00,5.87885E-07,7.95581E-09,4.12736E-07,3.26628E-07,9.56077E-08,5.42768E-07,5.84498E-07,0.00000E+00,2.72584E-08
705 nm,9.17643E-07,5.23340E-07,0.00000E+00,9.89827E-07,6.30735E-07,8.42097E-08,6.81991E-09,3.23150E-07,5.84703E-07,3.59418E-07,1.96741E-08
706 nm,0.00000E+00,0.00000E+00,3.16909E-08,3.04882E-07,1.64140E-07,3.36871E-07,1.84999E-07,3.20054E-08,1.33045E-07,1.24792E-06,9.91283E-07
707 nm,4.27983E-08,2.46536E-08,2.18805E-07,1.28923E-07,3.43941E-07,0.00000E+00,9.11252E-08,5.98833E-08,1.59870E-07,1.21872E-06,2.45451E-07
708 nm,0.00000E+00,0.00000E+00,1.76600E-07,4.15170E-08,8.84504E-07,0.00000E+00,2.13467E-08,0.00000E+00,2.13985E-07,9.51852E-08,7.62785E-08
709 nm,2.05577E-07,1.92544E-07,2.67661E-07,2.25160E-07,3.94847E-08,3.73060E-07,1.48732E-08,5.03777E-09,0.00000E+00,2.62139E-07,0.00000E+00
710 nm,3.13064E-07,1.01792E-07,0.00000E+00,2.33628E-07,1.98200E-07,4.28138E-08,3.36079E-07,6.02824E-08,6.15630E-07,2.08941E-07,1.87814E-06
711 nm,0.00000E+00,0.00000E+00,1.96326E-08,1.10394E-06,4.21157E-07,1.18214E-06,1.19745E-06,8.84109E-07,0.00000E+00,4.37456E-07,0.00000E+00
712 nm,0.00000E+00,1.63551E-07,0.00000E+00,1.50875E-07,3.97244E-07,4.39292E-07,0.00000E+00,3.17159E-07,7.24693E-07,2.70108E-07,1.19695E-06
713 nm,2.39550E-07,2.14393E-07,3.30071E-07,1.92923E-08,5.03984E-08,0.00000E+00,6.34705E-07,0.00000E+00,6.60799E-08,3.53672E-07,1.32214E-07
714 nm,1.05083E-07,0.00000E+00,1.68148E-07,6.22365E-08,4.38265E-09,5.44206E-07,1.36967E-06,1.01380E-07,7.01457E-08,1.35214E-07,1.81391E-07
715 nm,5.82643E-07,8.30512E-08,1.05413E-07,2.32709E-07,1.46439E-07,1.28534E-07,0.00000E+00,4.37077E-07,1.12593E-06,8.04115E-07,7.78742E-07
716 nm,2.43675E-07,4.99250E-07,2.53394E-07,5.31960E-07,2.63674E-07,7.40298E-07,6.44464E-07,3.69732E-07,8.37353E-07,2.49307E-07,0.00000E+00
717 nm,6.26653E-07,0.00000E+00,0.00000E+00,4.80397E-08,2.13482E-07,1.70120E-07,8.53699E-07,0.00000E+00,0.00000E+00,7.76859E-08,2.43470E-06
718 nm,7.99259E-07,7.12938E-07,3.98465E-07,5.49053E-07,0.00000E+00,1.44267E-07,9.12561E-07,1.45521E-06,9.47869E-07,0.00000E+00,0.00000E+00
719 nm,1.22252E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.32959E-07,1.19231E-06,1.08694E-06,0.00000E+00,1.13690E-06,2.56902E-07,1.14830E-07
720 nm,0.00000E+00,5.20659E-07,1.38189E-07,1.07340E-08,1.83264E-07,1.90412E-07,0.00000E+00,1.10754E-06,1.93418E-07,2.63655E-06,0.00000E+00
721 nm,7.67833E-07,1.45421E-06,0.00000E+00,6.49186E-08,0.00000E+00,3.41463E-07,1.98763E-08,3.34627E-07,0.00000E+00,2.46627E-07,8.57588E-07
722 nm,0.00000E+00,8.60748E-07,4.12307E-07,0.00000E+00,3.48685E-07,0.00000E+00,3.14035E-09,7.61223E-08,1.20575E-06,2.03106E-06,0.00000E+00
723 nm,0.00000E+00,2.54852E-07,0.00000E+00,1.06249E-09,4.33136E-07,2.19948E-07,1.79774E-08,1.66809E-06,2.47990E-07,0.00000E+00,1.26197E-06
724 nm,8.61963E-07,0.00000E+00,0.00000E+00,2.18802E-08,6.78932E-07,1.29357E-07,0.00000E+00,4.46899E-07,0.00000E+00,1.53373E-07,5.89734E-07
725 nm,3.82370E-07,1.73447E-06,8.19711E-07,0.00000E+00,0.00000E+00,1.31605E-06,6.63136E-07,0.00000E+00,6.47905E-07,0.00000E+00,1.60957E-06
726 nm,7.36435E-09,0.00000E+00,1.13121E-07,6.99149E-07,6.97064E-07,0.00000E+00,2.54697E-09,1.35010E-06,8.47050E-09,2.17680E-06,0.00000E+00
727 nm,1.21841E-06,1.30462E-07,0.00000E+00,2.59296E-07,1.50599E-06,4.95540E-08,4.36026E-07,2.92525E-07,1.37798E-06,0.00000E+00,8.46233E-08
728 nm,1.80942E-07,1.32590E-07,5.37586E-07,0.00000E+00,0.00000E+00,1.51870E-08,5.76841E-07,1.12533E-06,6.22018E-07,3.13328E-07,0.00000E+00
729 nm,0.00000E+00,4.42589E-09,2.35390E-07,6.73412E-07,1.99835E-07,0.00000E+00,3.62990E-07,0.00000E+00,4.74599E-07,0.00000E+00,6.94142E-07
730 nm,1.41233E-07,0.00000E+00,5.33382E-07,7.87947E-07,1.37543E-08,7.67608E-07,0.00000E+00,1.06780E-08,0.00000E+00,1.12746E-08,2.21867E-08
731 nm,0.00000E+00,4.37675E-07,6.26585E-07,1.02357E-07,2.22236E-07,7.35374E-08,2.95333E-07,1.01528E-07,1.60092E-08,6.30802E-07,1.42555E-07
732 nm,2.30596E-08,2.94075E-07,2.15179E-07,5.34218E-07,6.17359E-07,5.31813E-07,0.00000E+00,8.46954E-07,0.00000E+00,9.12660E-07,5.44283E-07
733 nm,0.00000E+00,5.59221E-07,2.26172E-07,0.00000E+00,1.02598E-06,0.00000E+00,1.50271E-06,7.47236E-08,1.41004E-06,1.35270E-06,2.09825E-06
734 nm,5.30031E-07,1.68814E-07,1.37346E-07,7.46896E-09,5.37318E-07,2.85701E-08,9.94229E-08,9.43046E-07,2.73642E-07,2.84655E-08,1.02031E-07
735 nm,0.00000E+00,1.68048E-07,9.13641E-07,2.38327E-08,0.00000E+00,2.68519E-07,5.21383E-07,0.00000E+00,3.55090E-08,1.65822E-06,1.79840E-08
736 nm,2.61610E-08,6.41865E-07,0.00000E+00,0.00000E+00,5.66126E-07,1.11738E-06,0.00000E+00,1.40678E-07,0.00000E+00,6.79029E-07,2.73057E-07
737 nm,0.00000E+00,5.10378E-07,4.49038E-07,9.52146E-07,9.33439E-07,0.00000E+00,7.98930E-09,2.64327E-07,4.53081E-08,2.20651E-06,1.87003E-07
738 nm,2.97859E-07,5.70971E-08,6.05433E-07,2.16910E-08,1.80926E-08,5.55048E-08,2.42687E-08,1.12882E-06,0.00000E+00,2.64125E-09,3.23936E-07
739 nm,5.94658E-07,4.22995E-07,5.10776E-07,1.78278E-06,1.38575E-07,2.32089E-07,1.53635E-07,9.71866E-07,9.41002E-07,1.15480E-06,4.20060E-08
740 nm,0.00000E+00,0.00000E+00,0.00000E+00,4.28375E-07,4.73768E-07,1.02376E-06,1.80212E-06,0.00000E+00,3.85986E-07,7.39923E-08,5.13382E-07
741 nm,1.04294E-06,5.92575E-08,0.00000E+00,6.53413E-07,1.70540E-07,0.00000E+00,3.34782E-07,1.01378E-06,6.32872E-07,1.01450E-07,0.00000E+00
742 nm,1.45702E-07,0.00000E+00,1.67282E-07,1.56752E-07,0.00000E+00,1.57294E-08,7.95889E-07,4.61118E-07,0.00000E+00,1.06461E-06,2.99616E-06
743 nm,3.93760E-07,1.23491E-06,1.99201E-07,9.21672E-08,1.65425E-07,4.32710E-09,3.26062E-09,0.00000E+00,2.61065E-06,0.00000E+00,1.87791E-06
744 nm,4.80692E-07,0.00000E+00,4.80812E-07,5.54741E-07,4.42299E-07,3.71943E-09,7.14676E-07,4.99698E-07,7.09734E-07,5.14745E-07,4.75585E-08
745 nm,0.00000E+00,9.38942E-07,1.78301E-07,6.60333E-08,2.20771E-07,0.00000E+00,0.00000E+00,1.68787E-06,1.28292E-08,0.00000E+00,1.03889E-07
746 nm,1.38150E-06,9.33282E-07,6.37148E-08,2.63556E-08,9.50033E-08,1.55366E-07,1.99833E-07,1.53351E-07,1.01392E-07,2.28113E-06,0.00000E+00
747 nm,0.00000E+00,1.61577E-07,0.00000E+00,2.29294E-07,5.04880E-08,7.05708E-07,3.26188E-07,1.56643E-08,1.76783E-06,0.00000E+00,2.75915E-06
748 nm,5.36162E-08,1.32933E-07,2.19745E-07,0.00000E+00,4.95795E-07,8.74084E-07,1.69574E-06,5.04765E-09,7.17862E-07,2.62300E-06,1.30618E-07
749 nm,0.00000E+00,5.77269E-07,9.98563E-07,7.26724E-07,0.00000E+00,6.92944E-07,4.28831E-07,3.42056E-08,1.81528E-07,1.05710E-06,0.00000E+00
750 nm,4.30868E-09,0.00000E+00,1.29155E-06,1.02931E-07,1.11589E-08,7.78722E-07,1.73024E-06,0.00000E+00,1.93224E-06,0.00000E+00,1.93388E-06
751 nm,3.90828E-09,1.30230E-06,2.07129E-06,1.09712E-06,0.00000E+00,1.29624E-07,0.00000E+00,2.04722E-07,0.00000E+00,6.27127E-08,0.00000E+00
752 nm,0.00000E+00,5.88505E-07,4.22265E-07,7.66927E-07,1.54883E-07,1.69664E-07,7.40325E-07,4.57066E-07,3.63621E-07,2.00988E-06,7.53393E-08
753 nm,5.27075E-07,0.00000E+00,8.64679E-07,1.35846E-06,1.08585E-06,5.82974E-07,2.47338E-06,2.16516E-06,7.38503E-07,6.13998E-07,1.16922E-08
754 nm,4.34898E-07,5.07896E-09,1.19806E-07,5.16278E-07,4.70718E-07,1.46013E-06,3.30638E-07,1.02063E-06,0.00000E+00,0.00000E+00,0.00000E+00
755 nm,5.97881E-08,3.77150E-07,4.02136E-07,1.57984E-08,1.25363E-07,2.95435E-09,5.96299E-09,3.93193E-07,2.12805E-06,0.00000E+00,8.04723E-07
756 nm,1.60754E-06,8.54304E-07,8.27266E-07,9.27499E-07,3.68883E-07,1.63531E-06,1.01643E-07,9.30622E-07,0.00000E+00,1.51022E-07,9.49540E-07
757 nm,3.99877E-07,2.01712E-07,1.47417E-06,3.48755E-07,9.80004E-07,2.06814E-06,2.25667E-06,8.34381E-07,6.01386E-08,1.73590E-07,2.09804E-06
758 nm,9.93600E-07,3.27948E-07,2.75590E-07,2.17726E-07,0.00000E+00,8.40119E-07,3.45591E-07,2.38542E-07,3.85166E-07,5.22352E-07,0.00000E+00
759 nm,1.19329E-06,1.76858E-06,4.59970E-07,1.16944E-06,6.66306E-07,1.23907E-06,1.85882E-06,1.89569E-08,3.24144E-06,9.09955E-07,2.60208E-06
760 nm,4.97871E-07,1.02887E-06,0.00000E+00,0.00000E+00,1.39647E-06,2.24420E-06,0.00000E+00,8.87315E-07,2.05747E-06,2.00527E-06,1.38510E-06
761 nm,2.24336E-07,1.05749E-06,9.50020E-07,0.00000E+00,1.41617E-06,1.06812E-06,6.84580E-07,4.14808E-07,2.69168E-07,5.41830E-07,2.49642E-06
762 nm,1.01698E-06,1.10982E-06,1.18733E-06,2.58724E-06,1.17022E-06,2.00990E-06,1.17221E-06,2.82602E-06,1.85229E-06,3.09406E-06,1.89008E-06
763 nm,1.29401E-06,6.21043E-08,2.54611E-06,1.66459E-06,5.42082E-07,4.07916E-07,3.14469E-08,1.41489E-06,6.15715E-09,2.53604E-06,1.14196E-06
764 nm,1.48540E-06,1.92160E-06,1.57024E-06,1.13171E-06,2.48842E-07,9.96075E-07,1.67865E-07,1.88412E-06,1.26997E-06,4.11972E-07,2.28396E-06
765 nm,7.48072E-07,0.00000E+00,2.11486E-06,1.30928E-06,1.68407E-06,1.15280E-07,1.44662E-06,1.40376E-06,1.05788E-06,1.87358E-06,9.89610E-07
766 nm,1.99136E-06,9.89740E-07,4.26056E-07,1.82218E-06,2.55506E-06,1.11194E-06,8.35805E-07,0.00000E+00,2.59054E-06,2.39165E-06,5.09350E-07
767 nm,1.39473E-06,9.18269E-07,1.21110E-06,2.71548E-06,1.79262E-06,4.21733E-07,2.13128E-06,1.04856E-06,7.88848E-07,2.54624E-06,2.05133E-06
768 nm,3.10763E-06,2.28479E-06,1.77751E-06,2.23066E-06,1.70442E-06,1.23181E-06,2.37579E-06,1.00025E-06,5.15627E-07,3.54386E-06,5.12205E-07
769 nm,1.42084E-06,2.98179E-06,3.29969E-06,2.09408E-06,2.33038E-06,9.01623E-07,2.74674E-06,3.02019E-06,4.25163E-06,0.00000E+00,4.15974E-06
770 nm,2.05498E-06,1.76827E-06,2.95287E-06,1.60184E-06,2.12592E-06,1.36820E-06,4.16847E-06,2.78242E-06,3.96779E-06,8.75693E-08,1.57105E-06
771 nm,2.95222E-06,3.36387E-06,2.26986E-06,1.82931E-06,3.70069E-06,3.15963E-06,4.27426E-06,2.54429E-06,3.91875E-06,7.69448E-07,1.80178E-06
772 nm,3.04997E-06,2.74809E-06,2.40148E-06,3.42778E-06,1.82611E-06,2.51203E-06,1.82346E-06,3.23864E-06,5.00609E-06,4.43133E-06,2.19659E-06
773 nm,3.37331E-06,1.87381E-06,3.39747E-06,3.44880E-06,2.88497E-06,3.90625E-06,2.51023E-06,3.21546E-06,3.42786E-06,3.91280E-06,3.88003E-06
774 nm,4.84846E-06,2.30350E-06,4.14891E-06,4.25454E-06,3.86384E-06,2.02012E-06,4.55515E-06,3.12335E-06,3.42466E-06,3.50888E-06,4.90601E-06
775 nm,1.97381E-06,4.43829E-06,4.48923E-06,3.87421E-06,4.71365E-06,4.91718E-06,3.79170E-06,4.82597E-06,3.32929E-06,4.81806E-06,2.36461E-06
776 nm,3.73520E-06,4.78961E-06,5.64775E-06,5.05768E-06,4.51650E-06,4.40761E-06,4.62169E-06,3.92149E-06,5.15657E-06,5.99287E-06,4.22822E-06
777 nm,4.47113E-06,5.68645E-06,5.42102E-06,4.37828E-06,5.21785E-06,4.56942E-06,4.78096E-06,3.93709E-06,5.38355E-06,4.39988E-06,5.45709E-06
778 nm,5.75293E-06,5.89621E-06,5.19594E-06,4.69750E-06,6.76340E-06,5.77371E-06,5.88733E-06,6.02912E-06,6.33031E-06,3.51123E-06,7.90192E-06
779 nm,6.14805E-06,5.97250E-06,6.66442E-06,4.87400E-06,4.89238E-06,6.71588E-06,6.36989E-06,5.79088E-06,5.24712E-06,5.42759E-06,6.54252E-06
780 nm,5.72492E-06,8.51764E-06,7.57844E-06,5.38708E-06,4.70956E-06,7.44376E-06,7.17227E-06,6.76621E-06,6.84393E-06,4.76914E-06,6.22257E-06
