,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Name,100,90,80,70,60,50,40,30,20,10,0,n10,n20,n30,n40,n50,n60,n70,n80,n90,n100
Date,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014
Time,11:42am,11:45am,11:46am,11:47am,11:47am,11:48am,11:49am,11:50am,11:50am,11:51am,11:51am,11:52am,11:52am,11:53am,11:54am,11:55am,11:55am,11:56am,11:57am,11:59am,12:00pm
T_int [ms],244,253,274,286,305,321,339,358,383,410,437,476,513,572,637,705,824,976,1000,1463,1974
516 nm,3.13893E-04,2.99376E-04,2.83502E-04,2.69688E-04,2.55125E-04,2.41128E-04,2.28211E-04,2.13650E-04,1.97708E-04,1.85596E-04,1.75726E-04,1.62329E-04,1.49117E-04,1.33139E-04,1.20524E-04,1.06877E-04,9.18128E-05,7.86524E-05,6.52980E-05,5.00443E-05,3.67585E-05
517 nm,3.14169E-04,3.00298E-04,2.84687E-04,2.72061E-04,2.56731E-04,2.43180E-04,2.28921E-04,2.15184E-04,1.99824E-04,1.86948E-04,1.76137E-04,1.63204E-04,1.49812E-04,1.34372E-04,1.19936E-04,1.07410E-04,9.19356E-05,7.86872E-05,6.53721E-05,4.99361E-05,3.64279E-05
518 nm,3.15359E-04,3.00551E-04,2.85620E-04,2.72661E-04,2.59932E-04,2.43216E-04,2.29445E-04,2.16537E-04,2.00008E-04,1.87194E-04,1.76458E-04,1.63523E-04,1.50373E-04,1.34727E-04,1.21564E-04,1.07606E-04,9.22637E-05,7.91735E-05,6.62684E-05,5.03609E-05,3.71954E-05
519 nm,3.16056E-04,3.02755E-04,2.88174E-04,2.74036E-04,2.60772E-04,2.43955E-04,2.29897E-04,2.16775E-04,2.00941E-04,1.87761E-04,1.78354E-04,1.63876E-04,1.50583E-04,1.35344E-04,1.22538E-04,1.08260E-04,9.29413E-05,7.97402E-05,6.58827E-05,5.03135E-05,3.72032E-05
520 nm,3.17511E-04,3.04199E-04,2.87927E-04,2.74440E-04,2.61529E-04,2.45156E-04,2.31182E-04,2.17683E-04,2.02076E-04,1.89390E-04,1.78513E-04,1.65565E-04,1.51617E-04,1.36079E-04,1.22878E-04,1.09565E-04,9.37342E-05,7.98904E-05,6.64053E-05,5.07025E-05,3.71545E-05
521 nm,3.18496E-04,3.04231E-04,2.87971E-04,2.74095E-04,2.62079E-04,2.45327E-04,2.30875E-04,2.18777E-04,2.01385E-04,1.89018E-04,1.79252E-04,1.65485E-04,1.52233E-04,1.36190E-04,1.22031E-04,1.08444E-04,9.33707E-05,8.01085E-05,6.63263E-05,5.11998E-05,3.70644E-05
522 nm,3.17744E-04,3.02801E-04,2.87816E-04,2.77065E-04,2.62234E-04,2.45131E-04,2.32365E-04,2.17254E-04,2.02150E-04,1.90624E-04,1.79626E-04,1.65391E-04,1.52770E-04,1.35562E-04,1.22952E-04,1.08988E-04,9.36490E-05,8.05210E-05,6.66442E-05,5.07084E-05,3.78809E-05
523 nm,3.18054E-04,3.05306E-04,2.89017E-04,2.78064E-04,2.61469E-04,2.45258E-04,2.33157E-04,2.19387E-04,2.02303E-04,1.89212E-04,1.79502E-04,1.66282E-04,1.52315E-04,1.36209E-04,1.23157E-04,1.09439E-04,9.34599E-05,8.04214E-05,6.67402E-05,5.11537E-05,3.74097E-05
524 nm,3.20004E-04,3.04753E-04,2.89430E-04,2.75402E-04,2.62595E-04,2.45890E-04,2.33107E-04,2.18807E-04,2.04159E-04,1.90418E-04,1.81089E-04,1.67451E-04,1.52586E-04,1.37260E-04,1.23510E-04,1.09537E-04,9.38805E-05,8.05732E-05,6.71855E-05,5.09538E-05,3.77404E-05
525 nm,3.19560E-04,3.05587E-04,2.88806E-04,2.77651E-04,2.61174E-04,2.46611E-04,2.33248E-04,2.19329E-04,2.04317E-04,1.89522E-04,1.79403E-04,1.66249E-04,1.52976E-04,1.37472E-04,1.23007E-04,1.09762E-04,9.46685E-05,8.07621E-05,6.68119E-05,5.12457E-05,3.75086E-05
526 nm,3.19045E-04,3.06099E-04,2.89467E-04,2.75699E-04,2.63251E-04,2.45208E-04,2.32289E-04,2.18261E-04,2.02325E-04,1.90214E-04,1.80565E-04,1.66642E-04,1.53457E-04,1.37247E-04,1.22159E-04,1.09276E-04,9.44964E-05,8.05795E-05,6.70308E-05,5.11037E-05,3.77385E-05
527 nm,3.19128E-04,3.06030E-04,2.89338E-04,2.75717E-04,2.63342E-04,2.45401E-04,2.32375E-04,2.19956E-04,2.03086E-04,1.90047E-04,1.79510E-04,1.66500E-04,1.52107E-04,1.36590E-04,1.23162E-04,1.09628E-04,9.36600E-05,8.04774E-05,6.65246E-05,5.07403E-05,3.80629E-05
528 nm,3.19478E-04,3.05416E-04,2.89582E-04,2.76618E-04,2.62333E-04,2.45454E-04,2.31466E-04,2.18661E-04,2.03370E-04,1.89531E-04,1.79059E-04,1.66074E-04,1.52828E-04,1.36413E-04,1.23017E-04,1.08876E-04,9.36002E-05,8.05574E-05,6.70283E-05,5.10912E-05,3.77896E-05
529 nm,3.19932E-04,3.04617E-04,2.89776E-04,2.76136E-04,2.62811E-04,2.45323E-04,2.32527E-04,2.18806E-04,2.02988E-04,1.89391E-04,1.79258E-04,1.65453E-04,1.52579E-04,1.36229E-04,1.23433E-04,1.09408E-04,9.38412E-05,7.99451E-05,6.71286E-05,5.09544E-05,3.76466E-05
530 nm,3.18394E-04,3.02396E-04,2.88382E-04,2.74615E-04,2.61456E-04,2.45987E-04,2.31988E-04,2.17960E-04,2.03752E-04,1.88779E-04,1.78795E-04,1.65874E-04,1.51202E-04,1.36167E-04,1.22246E-04,1.08939E-04,9.37903E-05,8.04336E-05,6.71001E-05,5.06699E-05,3.73861E-05
531 nm,3.21284E-04,3.03768E-04,2.88837E-04,2.75804E-04,2.61530E-04,2.44641E-04,2.31158E-04,2.17877E-04,2.03142E-04,1.89062E-04,1.79148E-04,1.65947E-04,1.52360E-04,1.36405E-04,1.22348E-04,1.09268E-04,9.38047E-05,8.01503E-05,6.68394E-05,5.06770E-05,3.76385E-05
532 nm,3.18373E-04,3.04167E-04,2.88846E-04,2.74484E-04,2.61143E-04,2.44984E-04,2.31192E-04,2.18082E-04,2.03020E-04,1.87471E-04,1.79090E-04,1.65204E-04,1.50761E-04,1.36439E-04,1.22116E-04,1.09069E-04,9.31067E-05,7.97106E-05,6.68276E-05,5.07211E-05,3.71573E-05
533 nm,3.16146E-04,3.03660E-04,2.88268E-04,2.73227E-04,2.60633E-04,2.44496E-04,2.30571E-04,2.16781E-04,2.01540E-04,1.88155E-04,1.78475E-04,1.64869E-04,1.50999E-04,1.35204E-04,1.21699E-04,1.08538E-04,9.34629E-05,7.99209E-05,6.63088E-05,5.05592E-05,3.74003E-05
534 nm,3.15808E-04,3.01946E-04,2.86811E-04,2.73547E-04,2.58677E-04,2.42897E-04,2.30314E-04,2.17668E-04,2.01395E-04,1.86948E-04,1.77267E-04,1.64147E-04,1.50797E-04,1.35413E-04,1.22117E-04,1.08371E-04,9.30027E-05,7.92072E-05,6.60820E-05,5.04371E-05,3.68040E-05
535 nm,3.15500E-04,3.03680E-04,2.85981E-04,2.73541E-04,2.59432E-04,2.42657E-04,2.30234E-04,2.15704E-04,2.00385E-04,1.86485E-04,1.78167E-04,1.63855E-04,1.50751E-04,1.34630E-04,1.21426E-04,1.07154E-04,9.27592E-05,7.93109E-05,6.61666E-05,4.99064E-05,3.68243E-05
536 nm,3.14677E-04,3.00183E-04,2.82871E-04,2.70839E-04,2.59350E-04,2.41588E-04,2.28870E-04,2.15302E-04,2.00193E-04,1.86427E-04,1.76037E-04,1.63462E-04,1.50481E-04,1.33806E-04,1.20363E-04,1.07870E-04,9.22761E-05,7.87930E-05,6.53466E-05,4.99710E-05,3.66252E-05
537 nm,3.13789E-04,2.99327E-04,2.83648E-04,2.71175E-04,2.57598E-04,2.39769E-04,2.27821E-04,2.14204E-04,2.00021E-04,1.85527E-04,1.76036E-04,1.63360E-04,1.49695E-04,1.33445E-04,1.20366E-04,1.06723E-04,9.24340E-05,7.84437E-05,6.56321E-05,4.95827E-05,3.66247E-05
538 nm,3.12018E-04,2.99353E-04,2.82061E-04,2.68896E-04,2.54553E-04,2.40157E-04,2.26465E-04,2.12993E-04,1.99050E-04,1.84665E-04,1.75562E-04,1.61757E-04,1.49257E-04,1.33157E-04,1.19876E-04,1.06695E-04,9.16851E-05,7.81575E-05,6.50898E-05,4.94009E-05,3.65731E-05
539 nm,3.08760E-04,2.96330E-04,2.80489E-04,2.68937E-04,2.55694E-04,2.38823E-04,2.25372E-04,2.12355E-04,1.98260E-04,1.84623E-04,1.74865E-04,1.61243E-04,1.48867E-04,1.32299E-04,1.20264E-04,1.06130E-04,9.17213E-05,7.77953E-05,6.45833E-05,4.92632E-05,3.63765E-05
540 nm,3.09422E-04,2.97414E-04,2.80341E-04,2.66946E-04,2.54540E-04,2.37878E-04,2.25257E-04,2.11067E-04,1.98067E-04,1.83925E-04,1.73652E-04,1.61147E-04,1.47239E-04,1.32253E-04,1.18017E-04,1.05520E-04,9.08986E-05,7.72787E-05,6.43369E-05,4.90139E-05,3.59478E-05
541 nm,3.08376E-04,2.95392E-04,2.79271E-04,2.67276E-04,2.54321E-04,2.38323E-04,2.24316E-04,2.11986E-04,1.97039E-04,1.82884E-04,1.73931E-04,1.60051E-04,1.47435E-04,1.31118E-04,1.18603E-04,1.05843E-04,9.08446E-05,7.76666E-05,6.45250E-05,4.92046E-05,3.62260E-05
542 nm,3.08201E-04,2.93495E-04,2.78826E-04,2.65820E-04,2.52110E-04,2.36419E-04,2.23545E-04,2.10762E-04,1.95061E-04,1.81710E-04,1.72482E-04,1.59625E-04,1.46522E-04,1.31133E-04,1.17948E-04,1.05030E-04,8.97876E-05,7.68641E-05,6.44886E-05,4.88388E-05,3.60272E-05
543 nm,3.05550E-04,2.93974E-04,2.77381E-04,2.63482E-04,2.51564E-04,2.35866E-04,2.24111E-04,2.10197E-04,1.94316E-04,1.81412E-04,1.72553E-04,1.58461E-04,1.45739E-04,1.30719E-04,1.17933E-04,1.04975E-04,8.97823E-05,7.67701E-05,6.37978E-05,4.82210E-05,3.56496E-05
544 nm,3.04121E-04,2.92192E-04,2.75724E-04,2.61465E-04,2.50636E-04,2.34088E-04,2.20707E-04,2.08566E-04,1.93893E-04,1.79522E-04,1.71852E-04,1.57569E-04,1.45550E-04,1.29826E-04,1.17546E-04,1.03627E-04,8.94770E-05,7.70043E-05,6.36981E-05,4.84844E-05,3.56208E-05
545 nm,3.02948E-04,2.88679E-04,2.74322E-04,2.61199E-04,2.48984E-04,2.33013E-04,2.19376E-04,2.07531E-04,1.92027E-04,1.79749E-04,1.69717E-04,1.57132E-04,1.44152E-04,1.28488E-04,1.16490E-04,1.03339E-04,8.88300E-05,7.57622E-05,6.28734E-05,4.82382E-05,3.51519E-05
546 nm,3.00511E-04,2.88292E-04,2.73665E-04,2.60554E-04,2.48024E-04,2.32961E-04,2.19306E-04,2.04967E-04,1.92117E-04,1.78080E-04,1.69891E-04,1.56436E-04,1.43526E-04,1.28482E-04,1.15700E-04,1.03460E-04,8.85630E-05,7.52627E-05,6.26076E-05,4.75204E-05,3.55314E-05
547 nm,3.00027E-04,2.87284E-04,2.72772E-04,2.59058E-04,2.47448E-04,2.31540E-04,2.17474E-04,2.04835E-04,1.90723E-04,1.77471E-04,1.68418E-04,1.55422E-04,1.43066E-04,1.27368E-04,1.15376E-04,1.02534E-04,8.80024E-05,7.51095E-05,6.27736E-05,4.74409E-05,3.49787E-05
548 nm,2.97571E-04,2.85268E-04,2.70248E-04,2.56454E-04,2.44518E-04,2.29305E-04,2.16461E-04,2.03873E-04,1.88433E-04,1.76513E-04,1.66798E-04,1.54509E-04,1.41161E-04,1.26924E-04,1.14257E-04,1.01584E-04,8.67192E-05,7.48035E-05,6.20712E-05,4.73732E-05,3.48266E-05
549 nm,2.95742E-04,2.81661E-04,2.67486E-04,2.55255E-04,2.42381E-04,2.27465E-04,2.14861E-04,2.01802E-04,1.87029E-04,1.74392E-04,1.66187E-04,1.52196E-04,1.40702E-04,1.25035E-04,1.13218E-04,1.00395E-04,8.71053E-05,7.37829E-05,6.15011E-05,4.68446E-05,3.41742E-05
550 nm,2.91859E-04,2.79662E-04,2.65040E-04,2.51541E-04,2.39508E-04,2.24816E-04,2.12593E-04,1.99501E-04,1.86024E-04,1.72023E-04,1.63498E-04,1.51268E-04,1.39048E-04,1.24330E-04,1.12574E-04,9.98299E-05,8.55193E-05,7.32203E-05,6.04728E-05,4.56887E-05,3.38717E-05
551 nm,2.89136E-04,2.76423E-04,2.61344E-04,2.49447E-04,2.37264E-04,2.22193E-04,2.09833E-04,1.97181E-04,1.83563E-04,1.71864E-04,1.61959E-04,1.49948E-04,1.37103E-04,1.22856E-04,1.10549E-04,9.85779E-05,8.46283E-05,7.21477E-05,6.01637E-05,4.57762E-05,3.33418E-05
552 nm,2.83426E-04,2.71247E-04,2.57893E-04,2.45507E-04,2.34038E-04,2.18111E-04,2.06421E-04,1.94643E-04,1.80609E-04,1.68349E-04,1.59432E-04,1.46751E-04,1.34900E-04,1.21041E-04,1.08795E-04,9.66198E-05,8.35097E-05,7.07770E-05,5.93601E-05,4.48963E-05,3.28688E-05
553 nm,2.79201E-04,2.67258E-04,2.52839E-04,2.42643E-04,2.30037E-04,2.14884E-04,2.04159E-04,1.92059E-04,1.77693E-04,1.65963E-04,1.57189E-04,1.45375E-04,1.33379E-04,1.19648E-04,1.07270E-04,9.60429E-05,8.14988E-05,6.99213E-05,5.82201E-05,4.44773E-05,3.21706E-05
554 nm,2.74068E-04,2.64052E-04,2.49527E-04,2.37764E-04,2.26223E-04,2.10759E-04,2.00592E-04,1.87728E-04,1.74812E-04,1.63520E-04,1.54641E-04,1.42323E-04,1.31393E-04,1.17076E-04,1.05756E-04,9.41594E-05,8.03371E-05,6.86737E-05,5.71903E-05,4.37115E-05,3.18136E-05
555 nm,2.69364E-04,2.58717E-04,2.45690E-04,2.34475E-04,2.21273E-04,2.07662E-04,1.97582E-04,1.85566E-04,1.71108E-04,1.59166E-04,1.51613E-04,1.39727E-04,1.28751E-04,1.15229E-04,1.03852E-04,9.23417E-05,7.88210E-05,6.76119E-05,5.61775E-05,4.25558E-05,3.08744E-05
556 nm,2.63986E-04,2.52170E-04,2.39526E-04,2.28559E-04,2.16671E-04,2.03478E-04,1.91909E-04,1.80183E-04,1.67318E-04,1.55820E-04,1.47988E-04,1.36734E-04,1.26064E-04,1.12480E-04,1.00920E-04,8.97358E-05,7.75542E-05,6.57838E-05,5.50381E-05,4.14912E-05,3.05429E-05
557 nm,2.57957E-04,2.46890E-04,2.33685E-04,2.25541E-04,2.12279E-04,2.00533E-04,1.88651E-04,1.76857E-04,1.64558E-04,1.53072E-04,1.45405E-04,1.33803E-04,1.23302E-04,1.09842E-04,9.91182E-05,8.81496E-05,7.56381E-05,6.42451E-05,5.34147E-05,4.07102E-05,2.98362E-05
558 nm,2.53448E-04,2.42562E-04,2.29903E-04,2.19712E-04,2.07950E-04,1.95065E-04,1.83772E-04,1.72886E-04,1.60520E-04,1.49917E-04,1.42780E-04,1.31611E-04,1.20927E-04,1.07775E-04,9.72114E-05,8.66303E-05,7.44273E-05,6.32767E-05,5.27602E-05,3.95656E-05,2.91553E-05
559 nm,2.46333E-04,2.36016E-04,2.23429E-04,2.13869E-04,2.03820E-04,1.90411E-04,1.80248E-04,1.68271E-04,1.57166E-04,1.46336E-04,1.38484E-04,1.28049E-04,1.18241E-04,1.05456E-04,9.45446E-05,8.38474E-05,7.22559E-05,6.15603E-05,5.08775E-05,3.87803E-05,2.85547E-05
560 nm,2.40653E-04,2.30875E-04,2.18495E-04,2.08743E-04,1.98981E-04,1.85542E-04,1.74962E-04,1.66130E-04,1.53878E-04,1.42572E-04,1.35654E-04,1.24554E-04,1.15253E-04,1.03226E-04,9.22988E-05,8.27739E-05,7.07874E-05,5.99359E-05,5.02333E-05,3.79280E-05,2.77400E-05
561 nm,2.34427E-04,2.26016E-04,2.13256E-04,2.03467E-04,1.93977E-04,1.80026E-04,1.69678E-04,1.59809E-04,1.49064E-04,1.38635E-04,1.32051E-04,1.20953E-04,1.12012E-04,1.00327E-04,8.98648E-05,7.97942E-05,6.83809E-05,5.84198E-05,4.85437E-05,3.67497E-05,2.67496E-05
562 nm,2.28289E-04,2.18290E-04,2.07019E-04,1.98774E-04,1.88263E-04,1.76846E-04,1.66462E-04,1.55921E-04,1.45847E-04,1.35548E-04,1.27097E-04,1.18153E-04,1.08611E-04,9.74483E-05,8.79775E-05,7.80826E-05,6.72876E-05,5.72890E-05,4.76426E-05,3.59443E-05,2.62125E-05
563 nm,2.23844E-04,2.12772E-04,2.02187E-04,1.91981E-04,1.84042E-04,1.71689E-04,1.61802E-04,1.51776E-04,1.41278E-04,1.32306E-04,1.25603E-04,1.15700E-04,1.06221E-04,9.40855E-05,8.50636E-05,7.54450E-05,6.45538E-05,5.56444E-05,4.64854E-05,3.47365E-05,2.55195E-05
564 nm,2.15642E-04,2.07252E-04,1.95218E-04,1.85921E-04,1.76644E-04,1.65725E-04,1.56778E-04,1.47957E-04,1.37048E-04,1.27867E-04,1.20456E-04,1.11453E-04,1.02129E-04,9.13661E-05,8.27633E-05,7.33887E-05,6.32177E-05,5.37625E-05,4.48255E-05,3.36402E-05,2.49224E-05
565 nm,2.08846E-04,1.99687E-04,1.89371E-04,1.79924E-04,1.71838E-04,1.59739E-04,1.51105E-04,1.42598E-04,1.31638E-04,1.23147E-04,1.16285E-04,1.07799E-04,9.90524E-05,8.86920E-05,7.93205E-05,7.04404E-05,6.10149E-05,5.17442E-05,4.31647E-05,3.27206E-05,2.40532E-05
566 nm,2.03625E-04,1.93040E-04,1.83368E-04,1.73784E-04,1.65765E-04,1.55998E-04,1.46332E-04,1.37461E-04,1.27488E-04,1.20679E-04,1.13211E-04,1.04481E-04,9.62857E-05,8.62012E-05,7.75843E-05,6.90672E-05,5.92624E-05,5.05710E-05,4.20337E-05,3.16157E-05,2.30718E-05
567 nm,1.94803E-04,1.87920E-04,1.76359E-04,1.68964E-04,1.60522E-04,1.49776E-04,1.41456E-04,1.33634E-04,1.23557E-04,1.14901E-04,1.09453E-04,1.01724E-04,9.28578E-05,8.35358E-05,7.45337E-05,6.66249E-05,5.70490E-05,4.87934E-05,4.00130E-05,3.06892E-05,2.23654E-05
568 nm,1.89428E-04,1.79810E-04,1.71481E-04,1.62453E-04,1.54813E-04,1.44829E-04,1.37342E-04,1.29578E-04,1.20350E-04,1.12267E-04,1.06038E-04,9.76963E-05,8.94839E-05,8.07273E-05,7.19899E-05,6.45572E-05,5.55020E-05,4.74583E-05,3.95700E-05,2.97932E-05,2.20226E-05
569 nm,1.82314E-04,1.75512E-04,1.64978E-04,1.58463E-04,1.49765E-04,1.40193E-04,1.32850E-04,1.24184E-04,1.16072E-04,1.08116E-04,1.02691E-04,9.47444E-05,8.71415E-05,7.75176E-05,7.01019E-05,6.19856E-05,5.38187E-05,4.55964E-05,3.80740E-05,2.85495E-05,2.10984E-05
570 nm,1.76278E-04,1.69516E-04,1.60922E-04,1.51860E-04,1.44469E-04,1.35025E-04,1.28458E-04,1.20176E-04,1.12507E-04,1.03910E-04,9.87046E-05,9.08873E-05,8.36872E-05,7.56176E-05,6.72680E-05,6.01665E-05,5.16440E-05,4.40517E-05,3.65959E-05,2.75526E-05,2.03666E-05
571 nm,1.70080E-04,1.61134E-04,1.53691E-04,1.46314E-04,1.39866E-04,1.30305E-04,1.23574E-04,1.16293E-04,1.06999E-04,1.00493E-04,9.45424E-05,8.82469E-05,8.03880E-05,7.18306E-05,6.50614E-05,5.72632E-05,4.94183E-05,4.23228E-05,3.49490E-05,2.66995E-05,1.93581E-05
572 nm,1.62108E-04,1.56838E-04,1.47631E-04,1.41488E-04,1.34373E-04,1.24179E-04,1.18420E-04,1.10798E-04,1.03249E-04,9.71727E-05,9.17470E-05,8.41366E-05,7.70105E-05,6.95463E-05,6.28774E-05,5.57828E-05,4.78787E-05,4.09286E-05,3.38978E-05,2.55683E-05,1.86852E-05
573 nm,1.56627E-04,1.47759E-04,1.40737E-04,1.33722E-04,1.28900E-04,1.20102E-04,1.13939E-04,1.06064E-04,9.90539E-05,9.33707E-05,8.78174E-05,8.06472E-05,7.44128E-05,6.68637E-05,5.95658E-05,5.25330E-05,4.56600E-05,3.89553E-05,3.24867E-05,2.44448E-05,1.77396E-05
574 nm,1.48556E-04,1.42048E-04,1.34713E-04,1.28439E-04,1.22137E-04,1.15227E-04,1.08522E-04,1.01684E-04,9.45166E-05,8.79664E-05,8.35218E-05,7.71270E-05,7.10863E-05,6.36190E-05,5.69046E-05,5.06420E-05,4.36806E-05,3.71447E-05,3.10946E-05,2.33517E-05,1.71545E-05
575 nm,1.41247E-04,1.35141E-04,1.28493E-04,1.22049E-04,1.16386E-04,1.08554E-04,1.02167E-04,9.61486E-05,8.99529E-05,8.37773E-05,7.95521E-05,7.34571E-05,6.74697E-05,6.09828E-05,5.46520E-05,4.81870E-05,4.16776E-05,3.51710E-05,2.95282E-05,2.23513E-05,1.61774E-05
576 nm,1.34974E-04,1.27451E-04,1.21864E-04,1.15815E-04,1.09592E-04,1.03510E-04,9.74425E-05,9.21853E-05,8.56639E-05,7.98877E-05,7.53633E-05,6.99984E-05,6.31366E-05,5.71096E-05,5.14739E-05,4.51908E-05,3.91994E-05,3.32786E-05,2.78270E-05,2.13646E-05,1.58358E-05
577 nm,1.25888E-04,1.20257E-04,1.13733E-04,1.09911E-04,1.04641E-04,9.79310E-05,9.13328E-05,8.58676E-05,7.99814E-05,7.49576E-05,7.11190E-05,6.61446E-05,6.05405E-05,5.38719E-05,4.80319E-05,4.31764E-05,3.71017E-05,3.18753E-05,2.64320E-05,1.96397E-05,1.46017E-05
578 nm,1.18836E-04,1.14861E-04,1.08723E-04,1.03399E-04,9.78071E-05,9.14007E-05,8.77568E-05,8.17441E-05,7.51562E-05,7.08205E-05,6.71992E-05,6.21476E-05,5.71965E-05,5.06483E-05,4.59329E-05,4.06608E-05,3.50301E-05,2.98502E-05,2.47847E-05,1.88753E-05,1.37553E-05
579 nm,1.12571E-04,1.08608E-04,1.02446E-04,9.80313E-05,9.27257E-05,8.65941E-05,8.23482E-05,7.68371E-05,7.13022E-05,6.65728E-05,6.33419E-05,5.85714E-05,5.39379E-05,4.81841E-05,4.32734E-05,3.86273E-05,3.32847E-05,2.81934E-05,2.32836E-05,1.77983E-05,1.28599E-05
580 nm,1.06206E-04,1.01014E-04,9.71293E-05,9.23517E-05,8.68464E-05,8.25101E-05,7.71655E-05,7.24435E-05,6.78979E-05,6.28060E-05,5.96651E-05,5.54678E-05,5.08092E-05,4.53922E-05,4.05702E-05,3.62453E-05,3.11542E-05,2.66524E-05,2.19569E-05,1.68582E-05,1.23265E-05
581 nm,9.95380E-05,9.55014E-05,9.01830E-05,8.71875E-05,8.24917E-05,7.62365E-05,7.32169E-05,6.83177E-05,6.39315E-05,5.96538E-05,5.65102E-05,5.19138E-05,4.68243E-05,4.18427E-05,3.85716E-05,3.42682E-05,2.93034E-05,2.51318E-05,2.09792E-05,1.61583E-05,1.19109E-05
582 nm,9.46738E-05,8.91632E-05,8.63822E-05,8.13406E-05,7.68663E-05,7.23169E-05,6.91272E-05,6.40580E-05,5.96993E-05,5.49932E-05,5.29506E-05,4.86436E-05,4.47593E-05,4.04744E-05,3.58604E-05,3.23783E-05,2.76689E-05,2.35058E-05,1.96960E-05,1.50105E-05,1.11200E-05
583 nm,8.89938E-05,8.52450E-05,8.03286E-05,7.60642E-05,7.32579E-05,6.80158E-05,6.47936E-05,6.12214E-05,5.63176E-05,5.31583E-05,4.93295E-05,4.60140E-05,4.20914E-05,3.77635E-05,3.37545E-05,3.02478E-05,2.60669E-05,2.24495E-05,1.83443E-05,1.42200E-05,1.02868E-05
584 nm,8.36711E-05,7.90083E-05,7.62987E-05,7.27531E-05,7.01086E-05,6.35309E-05,6.13241E-05,5.77859E-05,5.34627E-05,4.96460E-05,4.68438E-05,4.32158E-05,4.00312E-05,3.54818E-05,3.22067E-05,2.88281E-05,2.46417E-05,2.09525E-05,1.74811E-05,1.34417E-05,1.00762E-05
585 nm,7.98760E-05,7.65421E-05,7.24427E-05,6.93422E-05,6.50395E-05,6.11239E-05,5.73928E-05,5.46326E-05,5.15743E-05,4.76090E-05,4.44877E-05,4.20386E-05,3.83917E-05,3.38500E-05,3.11664E-05,2.74641E-05,2.35473E-05,2.04499E-05,1.67221E-05,1.25663E-05,9.41189E-06
586 nm,7.62882E-05,7.38892E-05,6.95512E-05,6.55813E-05,6.22653E-05,5.88133E-05,5.65633E-05,5.21800E-05,4.86372E-05,4.55034E-05,4.29304E-05,3.95884E-05,3.61871E-05,3.20401E-05,2.89622E-05,2.63303E-05,2.23107E-05,1.89167E-05,1.61998E-05,1.20167E-05,8.87040E-06
587 nm,7.39853E-05,6.88838E-05,6.61362E-05,6.32699E-05,6.01330E-05,5.67643E-05,5.35966E-05,4.97347E-05,4.63318E-05,4.39449E-05,4.10887E-05,3.80749E-05,3.51061E-05,3.11108E-05,2.81504E-05,2.49088E-05,2.16057E-05,1.86959E-05,1.52138E-05,1.19149E-05,8.68437E-06
588 nm,7.13644E-05,6.76807E-05,6.42958E-05,6.12700E-05,5.79099E-05,5.46686E-05,5.16286E-05,4.86239E-05,4.48313E-05,4.21445E-05,3.95193E-05,3.65222E-05,3.39132E-05,3.05736E-05,2.71343E-05,2.44183E-05,2.10819E-05,1.77552E-05,1.49974E-05,1.14390E-05,8.38239E-06
589 nm,6.89005E-05,6.64409E-05,6.30687E-05,5.93601E-05,5.68254E-05,5.37586E-05,4.97702E-05,4.73820E-05,4.38436E-05,4.12187E-05,3.89958E-05,3.60587E-05,3.29512E-05,2.93101E-05,2.68308E-05,2.39174E-05,2.05242E-05,1.73490E-05,1.44418E-05,1.10123E-05,8.07394E-06
590 nm,6.87518E-05,6.45647E-05,6.18199E-05,5.79929E-05,5.57187E-05,5.19149E-05,4.89191E-05,4.71529E-05,4.32342E-05,3.97100E-05,3.84000E-05,3.54600E-05,3.23048E-05,2.92930E-05,2.60409E-05,2.33558E-05,2.01043E-05,1.73176E-05,1.41549E-05,1.08821E-05,8.02355E-06
591 nm,6.74626E-05,6.48437E-05,6.07840E-05,5.81951E-05,5.49225E-05,5.18082E-05,4.84260E-05,4.69342E-05,4.28775E-05,4.01003E-05,3.79583E-05,3.54304E-05,3.21021E-05,2.86687E-05,2.59172E-05,2.33052E-05,2.01246E-05,1.70861E-05,1.41936E-05,1.07663E-05,8.01055E-06
592 nm,6.77765E-05,6.46761E-05,6.13404E-05,5.84517E-05,5.51381E-05,5.17785E-05,4.94740E-05,4.67054E-05,4.28678E-05,4.01726E-05,3.76593E-05,3.53231E-05,3.21916E-05,2.90844E-05,2.57541E-05,2.33260E-05,2.00795E-05,1.68833E-05,1.42769E-05,1.09001E-05,8.07567E-06
593 nm,6.76024E-05,6.58959E-05,6.21028E-05,5.93322E-05,5.63093E-05,5.32767E-05,4.98784E-05,4.70136E-05,4.32839E-05,4.06821E-05,3.87421E-05,3.52975E-05,3.28197E-05,2.93898E-05,2.64769E-05,2.35939E-05,2.01982E-05,1.71187E-05,1.42780E-05,1.10423E-05,8.34821E-06
